prop_name,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region,district,facility_count,has_pool,has_gym,additional_facility_count,near_rail,has_ac,cooking_allowed,has_internet,rent
Villa U Thant,Condominium,4.0,1.0,4.0,2500.0,1,"Barbeque area, Sauna, Tennis Court, Gymnasium, Security, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Ampang,6,1,1,3,0,1,1,0,2900.0
Platinum Splendor Residensi Semarak,Condominium,3.0,2.0,2.0,926.0,1,"Swimming Pool, Tennis Court, Gymnasium, Lift, Security, Playground, Sauna, Minimart, Squash Court",Cooking Allowed,Kuala Lumpur,Keramat,9,1,1,1,0,0,1,0,1500.0
Platinum Splendor Residensi Semarak,Condominium,3.0,2.0,2.0,926.0,1,"Security, Sauna, Minimart, Swimming Pool, Gymnasium, Tennis Court, Lift, Playground, Squash Court","Cooking Allowed, Washing Machine",Kuala Lumpur,Keramat,9,1,1,2,0,0,1,0,1600.0
Bangsar Puteri,Condominium,2.0,1.0,2.0,1100.0,2,"Playground, Tennis Court, Swimming Pool, Barbeque area, Club house, Gymnasium, Squash Court, Security, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Bangsar,9,1,1,3,0,1,1,0,2500.0
Platinum Lake PV 21,Service Residence,2.0,1.0,2.0,900.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,6,1,1,2,0,0,1,0,1300.0
Platinum Lake PV 15,Condominium,1.0,0.0,1.0,350.0,0,"Security, Lift, Playground",Cooking Allowed,Kuala Lumpur,Setapak,3,0,0,1,0,0,1,0,750.0
Canopy hills,Condominium,2.0,2.0,1.0,590.0,0,"Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,11,1,1,4,0,1,1,1,601.0
Residensi Desa Satumas,Condominium,3.0,1.0,2.0,850.0,1,"Playground, Multipurpose hall, Security, Swimming Pool, Lift, Jogging Track","Cooking Allowed, Air-Cond",Kuala Lumpur,Taman Desa,6,1,0,2,0,1,1,0,1500.0
Apartment Sentul,Apartment,3.0,2.0,2.0,850.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Sentul,11,1,1,2,1,0,1,0,1500.0
Sentul Point Suite Apartment,Apartment,3.0,1.0,2.0,876.0,1,"Security, Minimart, Playground, Squash Court, Swimming Pool, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sentul,7,1,1,3,0,1,1,0,1800.0
Angkasa Condominiums,Condominium,3.0,1.0,2.0,920.0,2,"Gymnasium, Security, Swimming Pool, Minimart, Playground, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,Cheras,7,1,1,2,0,1,1,0,1700.0
Pandan Perdana,Apartment,3.0,0.0,1.0,760.0,1,,Cooking Allowed,Kuala Lumpur,Ampang,0,0,0,1,0,0,1,0,750.0
Le Chateau,Apartment,2.0,0.0,2.0,970.0,2,"Swimming Pool, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Seputeh,3,1,0,2,1,0,1,0,1400.0
Canopy hills,Condominium,2.0,2.0,1.0,592.0,0,"Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Cheras,11,1,1,4,0,1,1,1,603.0
Casa Green (Bukit Jalil),Condominium,3.0,0.0,2.0,850.0,0,"Gymnasium, Security, Lift, Barbeque area, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track, Club house, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,11,1,1,5,1,1,1,1,1100.0
Danau Impian,Condominium,3.0,1.0,2.0,938.0,2,"Minimart, Playground, Barbeque area, Swimming Pool, Sauna, Security, Gymnasium, Club house, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Taman Desa,9,1,1,3,0,1,1,0,1700.0
Laman Damai,Apartment,3.0,0.0,2.0,650.0,0,"Minimart, Jogging Track, Playground, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Kepong,4,0,0,2,1,0,1,0,800.0
Sky Awani 3. Setapak,Condominium,3.0,2.0,2.0,800.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur,Setapak,10,1,1,2,0,1,1,0,1400.0
Ativo Suites @ Damansara Avenue,Service Residence,1.0,1.0,1.0,499.0,2,"Security, Lift, Swimming Pool, Playground, Sauna, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Sri Damansara,10,1,1,3,0,1,1,0,2200.0
Pangsapuri Cemara (Cheras),Apartment,3.0,0.0,2.0,730.0,1,"Minimart, Security, Swimming Pool","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,3,1,0,2,1,0,1,0,1400.0
Villa Wangsamas,Condominium,6.0,3.0,5.0,2562.0,1,"Jogging Track, Playground, Squash Court, Security, Minimart, Swimming Pool, Gymnasium",,Kuala Lumpur,Wangsa Maju,7,1,1,1,0,0,0,0,2900.0
Desa Pandan Baiduri Block G Apartment,Apartment,3.0,1.0,2.0,930.0,1,Security,"Air-Cond, Cooking Allowed, Internet",Kuala Lumpur,KLCC,1,0,0,3,0,1,1,1,1300.0
Residensi Pandanmas 1,Apartment,3.0,1.0,2.0,900.0,1,"Gymnasium, Minimart, Playground, Security, Lift, Swimming Pool, Jogging Track, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Desa Pandan,8,1,1,5,1,1,1,1,1300.0
Cengal Condominium,Condominium,3.0,1.0,2.0,926.0,1,"Playground, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,2,0,0,5,1,1,1,1,1400.0
Villa Crystal,Condominium,4.0,3.0,3.0,1614.0,1,"Security, Swimming Pool, Sauna, Gymnasium, Playground, Jogging Track, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Segambut,8,1,1,3,1,1,1,0,2800.0
Villa Wangsamas,Condominium,6.0,3.0,5.0,2562.0,1,"Jogging Track, Playground, Squash Court, Security, Minimart, Swimming Pool, Gymnasium",,Kuala Lumpur,Wangsa Maju,7,1,1,1,0,0,0,0,2900.0
Aliran Damai Apartments,Apartment,3.0,1.0,2.0,852.0,1,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,1200.0
Inwood Residences @ Pantai Sentral Park,Condominium,3.0,2.0,2.0,1200.0,2,,,Kuala Lumpur,Pantai,0,0,0,1,0,0,0,0,3300.0
Setapak Green,Condominium,4.0,2.0,3.0,1362.0,2,"Minimart, Lift, Security, Swimming Pool, Playground, Barbeque area, Sauna, Gymnasium, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,10,1,1,3,0,1,1,0,2300.0
Bayu Tasik 1,Condominium,3.0,1.0,2.0,926.0,1,"Playground, Minimart, Barbeque area, Swimming Pool, Gymnasium, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,7,1,1,2,1,0,1,0,1400.0
Parkview Service Apartment,Condominium,1.0,0.0,1.0,615.0,2,"Jogging Track, Tennis Court, Playground, Swimming Pool, Gymnasium, Minimart, Security, Squash Court",,Kuala Lumpur,KLCC,8,1,1,1,0,0,0,0,1999.0
Perdana Villa Deluxe,Apartment,3.0,0.0,2.0,806.0,0,Security,"Air-Cond, Near KTM/LRT",Kuala Lumpur,Cheras,1,0,0,2,1,1,0,0,1200.0
OBD Garden Tower,Condominium,3.0,1.0,2.0,1369.0,2,"Sauna, Swimming Pool, Security, Playground, Minimart, Barbeque area, Gymnasium, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Taman Desa,8,1,1,5,1,1,1,1,2800.0
Teratak Muhibbah,Apartment,3.0,0.0,1.0,650.0,0,"Lift, Playground, Minimart",,Kuala Lumpur,Taman Desa,3,0,0,1,0,0,0,0,750.0
PPR Beringin,Flat,3.0,0.0,2.0,650.0,0,"Lift, Playground, Minimart",,Kuala Lumpur,Jinjang,3,0,0,1,0,0,0,0,700.0
Angkasa Condominiums,Condominium,3.0,1.0,2.0,920.0,2,"Security, Minimart, Tennis Court, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,6,1,1,5,1,1,1,1,1600.0
Kenari Court,Apartment,3.0,1.0,2.0,850.0,0,"Playground, Security",Near KTM/LRT,Kuala Lumpur,Ampang,2,0,0,1,1,0,0,0,1200.0
Angkupuri,Condominium,3.0,1.0,2.0,1250.0,2,"Minimart, Playground, Tennis Court, Jogging Track, Gymnasium, Security, Swimming Pool, Barbeque area, Sauna, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Mont Kiara,10,1,1,3,0,1,1,0,2500.0
Trinity Aquata,Condominium,3.0,2.0,2.0,850.0,2,"Security, Swimming Pool, Gymnasium, Jogging Track","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sungai Besi,4,1,1,5,1,1,1,1,2200.0
Teratak Muhibbah,Apartment,3.0,0.0,2.0,657.0,2,Playground,,Kuala Lumpur,Taman Desa,1,0,0,1,0,0,0,0,1000.0
Angkupuri,Condominium,3.0,1.0,2.0,1250.0,2,"Jogging Track, Gymnasium, Tennis Court, Barbeque area, Swimming Pool, Playground, Squash Court, Sauna, Minimart, Security",Air-Cond,Kuala Lumpur,Mont Kiara,10,1,1,1,0,1,0,0,2500.0
Bam Villa,Condominium,3.0,1.0,2.0,1120.0,2,"Sauna, Security, Gymnasium, Playground, Swimming Pool, Barbeque area","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed, Internet",Kuala Lumpur,Cheras,6,1,1,5,1,1,1,1,1700.0
Mont Kiara Pines,Apartment,3.0,1.0,2.0,1300.0,2,"Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,4,1,0,5,1,1,1,1,2700.0
Danau Idaman,Condominium,3.0,1.0,2.0,950.0,2,"Playground, Squash Court, Security, Gymnasium, Tennis Court, Swimming Pool, Minimart, Sauna","Air-Cond, Washing Machine, Internet, Cooking Allowed",Kuala Lumpur,Taman Desa,8,1,1,4,0,1,1,1,1700.0
Mont Kiara Pines,Apartment,3.0,1.0,2.0,1300.0,2,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,0,0,0,5,1,1,1,1,2700.0
Platinum Lake PV 21,Service Residence,2.0,2.0,2.0,900.0,1,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1400.0
KL Traders Square Residences,Service Residence,4.0,1.0,2.0,942.0,1,,,Kuala Lumpur,Gombak,0,0,0,1,0,0,0,0,1900.0
Perumahan Pantai Permai,Apartment,3.0,0.0,2.0,650.0,2,"Jogging Track, Minimart",,Kuala Lumpur,Bangsar South,2,0,0,1,0,0,0,0,1500.0
Queensville,Condominium,1.0,2.0,1.0,526.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,7,1,1,3,0,1,1,0,1600.0
Ketumbar Heights,Condominium,3.0,1.0,2.0,755.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,7,1,1,3,0,1,1,0,1400.0
Binjai Residency,Condominium,4.0,2.0,4.0,2178.0,2,"Tennis Court, Sauna, Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Club house, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,KLCC,9,1,1,3,0,1,1,0,5800.0
Prisma Perdana,Condominium,3.0,1.0,2.0,817.0,2,"Barbeque area, Playground, Swimming Pool, Lift, Security, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,7,1,0,5,1,1,1,1,1250.0
Sri Angsana Hilir,Condominium,3.0,1.0,2.0,1124.0,1,"Security, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Ampang,2,0,0,2,0,1,1,0,1700.0
Bayu Tasik 2,Condominium,3.0,1.0,2.0,960.0,2,"Swimming Pool, Gymnasium, Security, Playground, Lift, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,7,1,1,3,0,1,1,0,1600.0
Residensi Tasikmas,Apartment,3.0,0.0,2.0,850.0,0,,,Kuala Lumpur,Cheras,0,0,0,1,0,0,0,0,900.0
Sky Awani Residensi,Condominium,3.0,0.0,2.0,850.0,2,"Security, Sauna, Minimart, Playground, Swimming Pool, Barbeque area, Club house, Jogging Track",,Kuala Lumpur,Sentul,8,1,0,1,0,0,0,0,1000.0
Bayu Andaman,Apartment,3.0,0.0,2.0,1000.0,2,"Playground, Lift, Minimart, Squash Court, Security, Swimming Pool, Gymnasium, Sauna",,Kuala Lumpur,Sentul,8,1,1,1,0,0,0,0,1100.0
Platinum Lake PV 20,Condominium,3.0,2.0,2.0,1333.0,0,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",,Kuala Lumpur,Setapak,7,1,1,1,0,0,0,0,1600.0
Lanai Residences,Condominium,3.0,1.0,2.0,800.0,2,"Lift, Playground, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,3,0,0,5,1,1,1,1,1800.0
G Residence @ Desa Pandan,Service Residence,3.0,2.0,2.0,1350.0,2,"Security, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Desa Pandan,4,1,1,4,1,1,1,0,3200.0
G Residence @ Desa Pandan,Service Residence,2.0,2.0,2.0,1044.0,2,"Security, Multipurpose hall, Swimming Pool, Gymnasium, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Desa Pandan,6,1,1,4,1,1,1,0,2700.0
"SkyAwani 3 Residence, Setapak",Condominium,3.0,0.0,2.0,800.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Setapak,13,1,1,5,1,1,1,1,1300.0
"SkyAwani 3 Residence, Setapak",Condominium,3.0,0.0,2.0,800.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Setapak,13,1,1,5,1,1,1,1,1300.0
M Centura,Service Residence,3.0,0.0,2.0,850.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Sentul,13,1,1,5,1,1,1,1,1400.0
East Parc @ Menjalara,Service Residence,1.0,1.0,1.0,600.0,2,"Swimming Pool, Gymnasium, Squash Court, Multipurpose hall, Jogging Track, Security, Tennis Court, Sauna, Lift, Barbeque area, Playground","Air-Cond, Cooking Allowed",Kuala Lumpur,Bandar Menjalara,11,1,1,2,0,1,1,0,1800.0
Midah Ria,Condominium,3.0,1.0,2.0,966.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Squash Court",Cooking Allowed,Kuala Lumpur,Cheras,10,1,1,1,0,0,1,0,1200.0
The Elements,Service Residence,2.0,1.0,2.0,950.0,2,"Sauna, Security, Multipurpose hall, Playground, Jogging Track, Gymnasium, Barbeque area, Swimming Pool","Cooking Allowed, Air-Cond, Washing Machine",Kuala Lumpur,Ampang,8,1,1,3,0,1,1,0,2500.0
"SkyAwani 3 Residence, Setapak",Condominium,3.0,1.0,2.0,800.0,1,"Squash Court, Barbeque area, Sauna, Tennis Court, Lift, Security, Minimart, Playground, Swimming Pool, Gymnasium, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,11,1,1,2,1,0,1,0,1300.0
Vista Komanwel A,Condominium,3.0,0.0,2.0,1224.0,2,,,Kuala Lumpur,Bukit Jalil,0,0,0,1,0,0,0,0,1450.0
Axis Residence,Service Residence,3.0,1.0,2.0,1065.0,1,"Swimming Pool, Gymnasium, Security","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Ampang,3,1,1,2,1,0,1,0,1550.0
Wangsa Metroview,Condominium,3.0,1.0,2.0,1152.0,1,"Security, Swimming Pool, Gymnasium, Barbeque area, Minimart, Playground","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Wangsa Maju,6,1,1,3,1,0,1,0,1300.0
Pandan Court,Apartment,3.0,1.0,2.0,828.0,1,"Playground, Swimming Pool, Minimart, Security","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Ampang,4,1,0,2,1,0,1,0,1300.0
Bam Villa,Condominium,3.0,1.0,2.0,1100.0,1,"Gymnasium, Barbeque area, Swimming Pool, Sauna, Security, Playground","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,6,1,1,2,1,0,1,0,1400.0
Bam Villa,Condominium,3.0,1.0,2.0,1109.0,2,"Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Sauna","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,6,1,1,2,1,0,1,0,1800.0
Panorama Residences (Sentul),Condominium,3.0,1.0,2.0,1100.0,2,"Minimart, Tennis Court, Multipurpose hall, Swimming Pool, Security, Jogging Track, Playground, Gymnasium",,Kuala Lumpur,Sentul,8,1,1,1,0,0,0,0,1800.0
Vistaria Residensi,Condominium,4.0,1.0,2.0,1300.0,2,"Security, Playground, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Ampang,9,1,1,4,1,1,1,0,2100.0
Sky Vista Residency,Condominium,4.0,2.0,3.0,1700.0,1,"Playground, Barbeque area, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,4,1,0,3,1,1,1,0,2000.0
Sky Vista Residensi,Condominium,4.0,2.0,2.0,1450.0,1,"Lift, Security, Swimming Pool, Jogging Track, Playground, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur,Cheras,6,1,1,2,0,1,1,0,2000.0
Setapak Ria Condominium,Condominium,3.0,1.0,2.0,1178.0,0,"Playground, Swimming Pool, Tennis Court, Sauna, Security, Gymnasium, Squash Court, Barbeque area, Minimart",,Kuala Lumpur,Setapak,9,1,1,1,0,0,0,0,1250.0
Puncak Desa Apartment,Apartment,3.0,0.0,2.0,850.0,1,"Playground, Minimart, Security",,Kuala Lumpur,Kepong,3,0,0,1,0,0,0,0,900.0
The Elements,Service Residence,1.0,1.0,1.0,520.0,2,"Barbeque area, Jogging Track, Sauna, Security, Playground, Gymnasium, Swimming Pool, Multipurpose hall","Cooking Allowed, Air-Cond",Kuala Lumpur,Ampang,8,1,1,2,0,1,1,0,1500.0
Arte Plus Jalan Ampang,Service Residence,1.0,0.0,1.0,684.0,2,"Gymnasium, Playground, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Ampang,3,0,1,4,1,1,1,0,1500.0
Queensville,Condominium,1.0,2.0,1.0,526.0,2,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,7,1,1,4,1,1,1,0,1600.0
desa cindaimas,Condominium,4.0,0.0,3.0,1350.0,2,,,Kuala Lumpur,OUG,0,0,0,1,0,0,0,0,1650.0
Residensi Rampai II,Service Residence,4.0,2.0,2.0,1000.0,0,"Sauna, Jogging Track, Barbeque area, Gymnasium, Security, Playground, Swimming Pool, Multipurpose hall","Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Setapak,8,1,1,2,1,0,1,0,1600.0
Sentul Point Suite Apartment,Apartment,3.0,0.0,2.0,876.0,1,"Minimart, Gymnasium, Squash Court, Swimming Pool, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Sentul,6,1,1,4,1,1,1,0,1800.0
Platinum Lake PV 21,Service Residence,2.0,1.0,2.0,900.0,0,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,9,1,1,3,0,1,1,0,1200.0
Desa Cindaimas,Condominium,4.0,0.0,3.0,1350.0,2,Tennis Court,,Kuala Lumpur,Old Klang Road,1,0,0,1,0,0,0,0,1650.0
Royal Regent (Sri Putramas 3),Condominium,2.0,1.0,2.0,870.0,1,"Playground, Tennis Court, Minimart, Gymnasium, Sauna, Swimming Pool, Security, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Jalan Kuching,8,1,1,2,0,1,1,0,1700.0
Teratai Mewah Condominium,Condominium,4.0,1.0,2.0,1000.0,1,"Sauna, Minimart, Tennis Court, Gymnasium, Lift, Club house, Security, Playground, Swimming Pool, Squash Court, Multipurpose hall, Barbeque area",,Kuala Lumpur,Setapak,12,1,1,1,0,0,0,0,1100.0
Danau Idaman,Condominium,3.0,0.0,2.0,938.0,2,"Security, Playground, Sauna, Minimart, Swimming Pool, Gymnasium, Squash Court, Tennis Court",,Kuala Lumpur,Taman Desa,8,1,1,1,0,0,0,0,1500.0
platinum oug,Condominium,3.0,0.0,2.0,1200.0,2,,,Kuala Lumpur,Bukit Jalil,0,0,0,1,0,0,0,0,1600.0
Putra Villa,Condominium,3.0,1.0,2.0,1200.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Minimart, Club house, Jogging Track, Squash Court, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Setapak,13,1,1,4,1,1,1,0,1600.0
Suasana Lumayan,Condominium,3.0,1.0,2.0,1142.0,1,"Sauna, Playground, Gymnasium, Security, Minimart, Lift, Swimming Pool","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1600.0
Puncak Banyan,Condominium,3.0,0.0,2.0,804.0,2,"Swimming Pool, Security, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,4,1,0,3,0,1,1,0,1499.0
Suasana Lumayan,Condominium,4.0,0.0,2.0,1142.0,1,"Sauna, Playground, Gymnasium, Security, Minimart",,Kuala Lumpur,Cheras,5,0,1,1,0,0,0,0,1500.0
Platinum OUG Residence,Condominium,3.0,1.0,2.0,1200.0,1,"Gymnasium, Security, Lift, Playground, Swimming Pool, Jogging Track, Multipurpose hall","Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kuchai Lama,7,1,1,3,1,1,0,0,1800.0
Jalil Damai,Apartment,3.0,0.0,2.0,1100.0,2,"Security, Minimart, Playground, Swimming Pool, Gymnasium, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Bukit Jalil,6,1,1,4,1,1,1,0,1600.0
Danau Idaman,Condominium,3.0,1.0,2.0,938.0,2,"Swimming Pool, Squash Court, Security, Minimart, Gymnasium, Sauna, Playground, Tennis Court, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Taman Desa,9,1,1,3,0,1,1,0,1650.0
Puncak Banyan,Condominium,3.0,0.0,2.0,804.0,0,"Swimming Pool, Security, Minimart, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Cheras,4,1,0,2,0,1,1,0,999.0
Residensi KepongMas,Apartment,3.0,0.0,2.0,800.0,1,"Security, Lift",,Kuala Lumpur,Kepong,2,0,0,1,0,0,0,0,1099.0
South Link,Service Residence,2.0,1.0,1.0,495.0,2,"Security, Playground, Gymnasium, Lift, Swimming Pool, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bangsar South,6,1,1,5,1,1,1,1,2200.0
Kiara East,Service Residence,2.0,1.0,1.0,700.0,2,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Club house, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Jalan Kuching,7,1,1,4,1,1,1,0,1750.0
Fairlane Residences,Service Residence,1.0,0.0,1.0,581.0,2,"Gymnasium, Playground, Jogging Track, Lift, Swimming Pool, Security, Sauna, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Bukit Bintang,9,1,1,3,1,1,1,0,2200.0
Residensi Rampai II,Apartment,3.0,0.0,2.0,800.0,1,"Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Playground, Security, Sauna, Gymnasium",,Kuala Lumpur,Setapak,8,1,1,1,0,0,0,0,1499.0
The Holmes 2,Condominium,3.0,2.0,2.0,950.0,0,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Near KTM/LRT,Kuala Lumpur,Cheras,11,1,1,1,1,0,0,0,1500.0
Residensi KepongMas,Apartment,3.0,0.0,2.0,800.0,0,"Security, Lift",,Kuala Lumpur,Kepong,2,0,0,1,0,0,0,0,1100.0
The Herz,Condominium,3.0,2.0,3.0,1216.0,2,"Playground, Barbeque area, Swimming Pool, Gymnasium, Lift, Sauna, Multipurpose hall, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kepong,8,1,1,4,1,1,1,0,2300.0
South Link,Service Residence,3.0,1.0,2.0,890.0,2,"Security, Playground, Gymnasium, Lift, Swimming Pool, Squash Court","Near KTM/LRT, Washing Machine, Cooking Allowed, Air-Cond, Internet",Kuala Lumpur,Bangsar South,6,1,1,5,1,1,1,1,2700.0
South Link,Service Residence,2.0,1.0,1.0,635.0,2,"Security, Playground, Gymnasium, Lift, Swimming Pool, Squash Court","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur,Bangsar South,6,1,1,4,1,1,1,0,2600.0
